일시,일시,기온(°C),습도(%),tem_in_loc1,hum_in_loc1,tem_coil_loc1,cond_loc1
2019-03-24 04:40:00,2019-03-24 04:40:00,-1.1,79.9,10.18,41.09,9.45,0.0
2019-03-24 04:50:00,2019-03-24 04:50:00,-0.6,78.8,10.24,40.96,9.34,0.0
2019-03-24 05:00:00,2019-03-24 05:00:00,-0.1,75.3,10.15,41.03,9.45,0.0
2019-03-24 05:10:00,2019-03-24 05:10:00,-0.3,73.0,10.09,40.9,9.49,0.0
2019-03-24 05:20:00,2019-03-24 05:20:00,-0.7,74.2,10.15,40.48,9.37,0.0
2019-03-24 05:30:00,2019-03-24 05:30:00,-0.4,78.6,10.15,39.99,9.41,0.0
2019-03-24 05:40:00,2019-03-24 05:40:00,-0.2,73.2,10.15,39.9,9.37,0.0
2019-03-24 05:50:00,2019-03-24 05:50:00,-0.7,74.6,10.12,39.62,9.41,0.0
2019-03-24 06:00:00,2019-03-24 06:00:00,-0.1,76.8,10.09,39.62,9.34,0.0
2019-03-24 06:10:00,2019-03-24 06:10:00,-0.6,73.4,9.85,39.8,9.34,0.0
2019-03-24 06:20:00,2019-03-24 06:20:00,-0.9,76.8,9.69,40.51,9.3,0.0
2019-03-24 06:30:00,2019-03-24 06:30:00,-0.6,76.7,9.73,39.84,9.22,0.0
2019-03-24 06:40:00,2019-03-24 06:40:00,-0.5,75.0,9.69,39.32,9.26,0.0
2019-03-24 06:50:00,2019-03-24 06:50:00,-1.5,81.6,9.69,39.44,9.3,0.0
2019-03-24 07:00:00,2019-03-24 07:00:00,-0.8,83.6,9.6,39.53,9.15,0.0
2019-03-24 07:10:00,2019-03-24 07:10:00,-0.1,78.1,9.57,39.74,9.18,0.0
2019-03-24 07:20:00,2019-03-24 07:20:00,0.5,73.4,9.54,39.93,9.03,0.0
2019-03-24 07:30:00,2019-03-24 07:30:00,0.4,72.5,9.36,40.57,9.18,0.0
2019-03-24 07:40:00,2019-03-24 07:40:00,0.8,73.2,9.3,40.81,9.15,0.0
2019-03-24 07:50:00,2019-03-24 07:50:00,1.8,69.3,9.54,40.32,9.3,0.0
2019-03-24 08:00:00,2019-03-24 08:00:00,1.9,68.8,9.6,40.51,9.26,0.0
2019-03-24 08:10:00,2019-03-24 08:10:00,2.5,68.9,9.54,40.32,9.22,0.0
2019-03-24 08:20:00,2019-03-24 08:20:00,3.2,66.9,9.79,40.66,9.37,0.0
2019-03-24 08:30:00,2019-03-24 08:30:00,3.6,64.9,9.85,40.81,9.3,0.0
2019-03-24 08:40:00,2019-03-24 08:40:00,4.0,64.1,9.97,40.45,9.3,0.0
2019-03-24 08:50:00,2019-03-24 08:50:00,4.6,64.0,10.12,40.54,9.3,0.0
2019-03-24 09:00:00,2019-03-24 09:00:00,4.9,63.7,10.09,41.51,9.37,0.0
2019-03-24 09:10:00,2019-03-24 09:10:00,5.5,60.9,10.27,41.33,9.41,0.0
2019-03-24 09:20:00,2019-03-24 09:20:00,5.6,59.4,10.34,41.51,9.45,0.0
2019-03-24 09:30:00,2019-03-24 09:30:00,6.0,52.0,10.37,42.16,9.49,0.0
2019-03-24 09:40:00,2019-03-24 09:40:00,6.2,52.1,10.49,42.16,9.45,0.0
2019-03-24 09:50:00,2019-03-24 09:50:00,6.9,45.4,10.46,41.42,9.45,0.0
2019-03-24 10:00:00,2019-03-24 10:00:00,6.6,36.1,10.46,41.39,9.45,0.0
2019-03-24 10:10:00,2019-03-24 10:10:00,6.8,34.6,10.58,41.85,9.45,0.0
2019-03-24 10:20:00,2019-03-24 10:20:00,7.0,34.1,10.67,41.94,9.57,0.0
2019-03-24 10:30:00,2019-03-24 10:30:00,6.9,36.3,10.73,42.92,9.49,0.0
2019-03-24 10:40:00,2019-03-24 10:40:00,7.4,37.5,10.76,42.49,9.68,0.0
2019-03-24 10:50:00,2019-03-24 10:50:00,7.3,39.7,10.85,42.25,9.57,0.0
2019-03-24 11:00:00,2019-03-24 11:00:00,6.9,40.3,10.95,41.7,9.64,0.0
2019-03-24 11:10:00,2019-03-24 11:10:00,8.4,39.1,11.22,41.09,9.79,0.0
2019-03-24 11:20:00,2019-03-24 11:20:00,7.7,43.2,11.31,41.3,9.76,0.0
2019-03-24 11:30:00,2019-03-24 11:30:00,7.1,46.4,11.43,41.51,9.6,0.0
2019-03-24 11:40:00,2019-03-24 11:40:00,8.0,44.3,11.59,41.58,9.91,0.0
2019-03-24 11:50:00,2019-03-24 11:50:00,7.1,46.3,11.71,41.91,9.79,0.0
2019-03-24 12:00:00,2019-03-24 12:00:00,8.1,45.4,11.8,41.76,9.91,0.0
2019-03-24 12:10:00,2019-03-24 12:10:00,8.6,43.7,11.98,41.3,10.02,0.0
2019-03-24 12:20:00,2019-03-24 12:20:00,8.8,42.3,12.08,40.66,10.06,0.0
2019-03-24 12:30:00,2019-03-24 12:30:00,8.6,39.7,12.2,40.11,10.06,0.0
2019-03-24 12:40:00,2019-03-24 12:40:00,8.4,45.7,12.26,38.98,10.1,0.0
2019-03-24 12:50:00,2019-03-24 12:50:00,9.1,41.8,12.23,38.61,10.06,0.0
2019-03-24 13:00:00,2019-03-24 13:00:00,8.9,42.1,12.29,38.55,10.14,0.0
2019-03-24 13:10:00,2019-03-24 13:10:00,8.3,45.0,12.35,39.87,10.21,0.0
2019-03-24 13:20:00,2019-03-24 13:20:00,7.9,42.7,12.53,39.07,10.18,0.0
2019-03-24 13:30:00,2019-03-24 13:30:00,8.5,39.2,12.59,38.74,10.14,0.0
2019-03-24 13:40:00,2019-03-24 13:40:00,9.3,36.7,12.59,37.97,10.33,0.0
2019-03-24 13:50:00,2019-03-24 13:50:00,9.5,34.0,12.78,36.72,10.29,0.0
2019-03-24 14:00:00,2019-03-24 14:00:00,9.4,33.4,12.81,36.26,10.44,0.0
2019-03-24 14:10:00,2019-03-24 14:10:00,9.1,32.0,12.84,35.71,10.6,0.0
2019-03-24 14:20:00,2019-03-24 14:20:00,9.2,31.0,12.84,35.35,10.48,0.0
2019-03-24 14:30:00,2019-03-24 14:30:00,9.6,31.5,12.93,34.98,10.48,0.0
2019-03-24 14:40:00,2019-03-24 14:40:00,9.2,31.4,12.96,35.16,10.4,0.0
2019-03-24 14:50:00,2019-03-24 14:50:00,9.3,31.3,12.96,35.59,10.48,0.0
2019-03-24 15:00:00,2019-03-24 15:00:00,8.6,31.6,12.99,35.93,10.44,0.0
2019-03-24 15:10:00,2019-03-24 15:10:00,9.0,32.7,13.02,36.48,10.56,0.0
2019-03-24 15:20:00,2019-03-24 15:20:00,8.7,36.2,13.08,36.78,10.48,0.0
2019-03-24 15:30:00,2019-03-24 15:30:00,9.4,36.2,13.02,36.81,10.63,0.0
2019-03-24 15:40:00,2019-03-24 15:40:00,9.2,36.2,13.05,37.18,10.56,0.0
2019-03-24 15:50:00,2019-03-24 15:50:00,8.8,36.8,13.05,37.06,10.52,0.0
2019-03-24 16:00:00,2019-03-24 16:00:00,8.7,39.5,13.08,36.66,10.6,0.0
2019-03-24 16:10:00,2019-03-24 16:10:00,8.4,42.6,13.17,36.42,10.67,0.0
2019-03-24 16:20:00,2019-03-24 16:20:00,8.3,42.3,13.14,37.0,10.6,0.0
2019-03-24 16:30:00,2019-03-24 16:30:00,8.5,43.8,13.14,36.75,10.67,0.0
2019-03-24 16:40:00,2019-03-24 16:40:00,7.9,43.1,13.17,37.0,10.48,0.0
2019-03-24 16:50:00,2019-03-24 16:50:00,7.7,45.9,13.14,36.39,10.63,0.0
2019-03-24 17:00:00,2019-03-24 17:00:00,7.7,46.2,12.99,35.84,10.6,0.0
2019-03-24 17:10:00,2019-03-24 17:10:00,7.5,47.6,13.14,35.56,10.56,0.0
2019-03-24 17:20:00,2019-03-24 17:20:00,6.9,50.0,13.02,35.53,10.52,0.0
2019-03-24 17:30:00,2019-03-24 17:30:00,7.2,50.1,12.93,34.86,10.48,0.0
2019-03-24 17:40:00,2019-03-24 17:40:00,6.5,50.5,12.87,34.31,10.4,0.0
2019-03-24 17:50:00,2019-03-24 17:50:00,6.6,50.7,12.87,34.0,10.33,0.0
2019-03-24 18:00:00,2019-03-24 18:00:00,6.0,52.3,12.81,34.13,10.33,0.0
2019-03-24 18:10:00,2019-03-24 18:10:00,5.4,54.1,12.72,34.07,10.37,0.0
2019-03-24 18:20:00,2019-03-24 18:20:00,5.1,54.9,12.63,34.43,10.44,0.0
2019-03-24 18:30:00,2019-03-24 18:30:00,4.9,55.1,12.5,34.83,10.37,0.0
2019-03-24 18:40:00,2019-03-24 18:40:00,4.7,55.6,12.41,34.92,10.29,0.0
2019-03-24 18:50:00,2019-03-24 18:50:00,4.4,57.4,12.35,34.52,10.29,0.0
2019-03-24 19:00:00,2019-03-24 19:00:00,4.2,59.4,12.26,35.07,10.25,0.0
2019-03-24 19:10:00,2019-03-24 19:10:00,4.0,60.2,12.17,35.13,10.21,0.0
2019-03-24 19:20:00,2019-03-24 19:20:00,3.7,63.7,12.08,35.16,10.48,0.0
2019-03-24 19:30:00,2019-03-24 19:30:00,3.6,66.2,12.01,35.26,10.37,0.0
2019-03-24 19:40:00,2019-03-24 19:40:00,3.5,66.8,11.92,35.56,10.29,0.0
2019-03-24 19:50:00,2019-03-24 19:50:00,3.4,68.0,11.86,35.2,10.25,0.0
2019-03-24 20:00:00,2019-03-24 20:00:00,3.3,69.6,11.77,35.68,10.33,0.0
2019-03-24 20:10:00,2019-03-24 20:10:00,3.0,70.9,11.71,36.14,10.29,0.0
2019-03-24 20:20:00,2019-03-24 20:20:00,3.0,71.9,11.5,36.81,10.21,0.0
2019-03-24 20:30:00,2019-03-24 20:30:00,2.8,73.2,11.59,37.42,10.21,0.0
2019-03-24 20:40:00,2019-03-24 20:40:00,2.6,74.1,11.5,37.94,10.14,0.0
2019-03-24 20:50:00,2019-03-24 20:50:00,2.5,74.4,11.43,38.22,10.02,0.0
2019-03-24 21:00:00,2019-03-24 21:00:00,2.4,74.7,11.22,39.19,10.06,0.0
2019-03-24 21:10:00,2019-03-24 21:10:00,2.2,75.9,11.1,39.84,10.1,0.0
2019-03-24 21:20:00,2019-03-24 21:20:00,2.2,76.7,10.98,40.35,10.02,0.0
2019-03-24 21:30:00,2019-03-24 21:30:00,2.1,76.4,10.92,40.42,9.91,0.0
2019-03-24 21:40:00,2019-03-24 21:40:00,2.2,77.0,10.79,40.75,9.87,0.0
2019-03-24 21:50:00,2019-03-24 21:50:00,2.3,75.1,10.67,41.0,9.83,0.0
2019-03-24 22:00:00,2019-03-24 22:00:00,2.1,76.0,10.61,41.3,9.87,0.0
2019-03-24 22:10:00,2019-03-24 22:10:00,2.4,76.6,10.61,41.39,9.87,0.0
2019-03-24 22:20:00,2019-03-24 22:20:00,2.1,77.4,10.52,41.73,9.79,0.0
2019-03-24 22:30:00,2019-03-24 22:30:00,2.5,76.8,10.46,42.16,9.83,0.0
2019-03-24 22:40:00,2019-03-24 22:40:00,2.4,75.6,10.4,42.55,9.79,0.0
2019-03-24 22:50:00,2019-03-24 22:50:00,2.2,75.1,10.37,42.49,9.72,0.0
2019-03-24 23:00:00,2019-03-24 23:00:00,2.5,78.5,10.31,42.61,9.72,0.0
2019-03-24 23:10:00,2019-03-24 23:10:00,2.2,78.9,10.18,42.98,9.68,0.0
2019-03-24 23:20:00,2019-03-24 23:20:00,2.2,79.9,10.09,43.25,9.53,0.0
2019-03-24 23:30:00,2019-03-24 23:30:00,2.4,80.3,10.09,43.53,9.6,0.0
2019-03-24 23:40:00,2019-03-24 23:40:00,2.5,80.6,9.63,44.32,9.53,0.0
2019-03-24 23:50:00,2019-03-24 23:50:00,2.5,80.1,9.42,45.18,9.53,0.0
2019-03-25 00:00:00,2019-03-25 00:00:00,2.5,81.0,9.33,46.18,9.45,0.0
2019-03-25 00:10:00,2019-03-25 00:10:00,2.3,82.6,9.11,46.67,9.6,0.0
2019-03-25 00:20:00,2019-03-25 00:20:00,2.2,84.3,9.33,46.92,9.41,0.0
2019-03-25 00:30:00,2019-03-25 00:30:00,2.2,85.2,9.42,46.09,9.45,0.0
2019-03-25 00:40:00,2019-03-25 00:40:00,2.5,85.7,9.45,46.06,9.49,0.0
2019-03-25 00:50:00,2019-03-25 00:50:00,2.0,85.3,9.45,45.82,9.34,0.0
2019-03-25 01:00:00,2019-03-25 01:00:00,1.9,86.2,9.45,45.88,9.26,0.0
2019-03-25 01:10:00,2019-03-25 01:10:00,1.1,87.2,9.42,46.12,9.26,0.0
2019-03-25 01:20:00,2019-03-25 01:20:00,1.6,89.0,9.27,46.67,9.26,0.0
2019-03-25 01:30:00,2019-03-25 01:30:00,1.4,90.3,9.02,48.08,9.22,0.0
2019-03-25 01:40:00,2019-03-25 01:40:00,2.7,89.8,9.15,47.37,9.34,0.0
2019-03-25 01:50:00,2019-03-25 01:50:00,2.8,86.4,9.27,47.25,9.22,0.0
2019-03-25 02:00:00,2019-03-25 02:00:00,2.9,86.1,8.93,47.95,9.26,0.0
2019-03-25 02:10:00,2019-03-25 02:10:00,3.0,86.2,8.9,47.99,9.22,0.0
2019-03-25 02:20:00,2019-03-25 02:20:00,2.8,86.9,8.93,47.83,9.15,0.0
2019-03-25 02:30:00,2019-03-25 02:30:00,2.6,87.9,8.69,48.35,9.11,0.0
2019-03-25 02:40:00,2019-03-25 02:40:00,2.4,88.0,8.57,48.96,9.18,0.0
2019-03-25 02:50:00,2019-03-25 02:50:00,2.5,89.7,8.75,48.2,9.11,0.0
2019-03-25 03:00:00,2019-03-25 03:00:00,2.6,90.1,8.41,49.54,9.15,0.0
2019-03-25 03:10:00,2019-03-25 03:10:00,2.6,90.7,8.2,49.79,9.03,0.0
2019-03-25 03:20:00,2019-03-25 03:20:00,3.1,90.1,8.23,50.4,8.99,0.0
2019-03-25 03:30:00,2019-03-25 03:30:00,3.1,89.7,8.35,50.31,8.99,0.0
2019-03-25 03:40:00,2019-03-25 03:40:00,2.7,90.7,8.08,50.21,8.99,0.0
2019-03-25 03:50:00,2019-03-25 03:50:00,3.0,91.2,8.53,49.57,8.99,0.0
2019-03-25 04:00:00,2019-03-25 04:00:00,2.8,91.7,8.78,48.81,8.99,0.0
2019-03-25 04:10:00,2019-03-25 04:10:00,2.6,92.0,7.95,50.92,8.95,0.0
2019-03-25 04:20:00,2019-03-25 04:20:00,2.5,92.6,7.77,51.98,8.99,0.0
2019-03-25 04:30:00,2019-03-25 04:30:00,2.6,93.2,7.71,52.53,8.8,0.0
2019-03-25 04:40:00,2019-03-25 04:40:00,2.7,93.2,7.65,52.87,8.76,0.0
2019-03-25 04:50:00,2019-03-25 04:50:00,2.9,92.8,8.11,51.95,8.99,0.0
2019-03-25 05:00:00,2019-03-25 05:00:00,3.1,92.4,7.8,52.99,8.8,0.0
2019-03-25 05:10:00,2019-03-25 05:10:00,2.9,91.8,8.02,52.78,8.92,0.0
2019-03-25 05:20:00,2019-03-25 05:20:00,2.7,92.2,8.29,51.83,8.8,0.0
2019-03-25 05:30:00,2019-03-25 05:30:00,2.3,92.7,7.83,54.09,8.88,0.0
2019-03-25 05:40:00,2019-03-25 05:40:00,1.8,93.2,7.86,54.49,8.92,0.0
2019-03-25 05:50:00,2019-03-25 05:50:00,1.5,93.2,7.83,54.91,8.84,0.0
2019-03-25 06:00:00,2019-03-25 06:00:00,1.5,93.2,7.65,54.88,8.65,0.0
2019-03-25 06:10:00,2019-03-25 06:10:00,1.3,93.2,7.77,54.18,8.69,0.0
2019-03-25 06:20:00,2019-03-25 06:20:00,1.4,93.2,7.92,54.43,8.73,0.0
2019-03-25 06:30:00,2019-03-25 06:30:00,1.3,93.2,7.95,53.39,8.65,0.0
2019-03-25 06:40:00,2019-03-25 06:40:00,0.9,93.2,7.83,54.67,8.53,0.0
2019-03-25 06:50:00,2019-03-25 06:50:00,0.8,93.2,7.53,55.4,8.69,0.0
2019-03-25 07:00:00,2019-03-25 07:00:00,0.8,93.2,7.68,55.04,8.53,0.0
2019-03-25 07:10:00,2019-03-25 07:10:00,0.9,93.2,7.8,55.07,8.73,0.0
2019-03-25 07:20:00,2019-03-25 07:20:00,1.2,93.2,7.65,55.1,8.53,0.0
2019-03-25 07:30:00,2019-03-25 07:30:00,1.5,93.2,7.47,56.44,8.5,0.0
2019-03-25 07:40:00,2019-03-25 07:40:00,1.7,91.6,7.56,56.44,8.57,0.0
2019-03-25 07:50:00,2019-03-25 07:50:00,2.2,89.3,7.41,56.87,8.46,0.0
2019-03-25 08:00:00,2019-03-25 08:00:00,2.7,87.5,7.71,56.04,8.46,0.0
2019-03-25 08:10:00,2019-03-25 08:10:00,3.1,86.0,7.89,55.43,8.57,0.0
2019-03-25 08:20:00,2019-03-25 08:20:00,3.6,84.3,8.38,53.85,8.57,0.0
2019-03-25 08:30:00,2019-03-25 08:30:00,4.3,82.1,8.29,54.46,8.76,0.0
2019-03-25 08:40:00,2019-03-25 08:40:00,6.8,81.3,8.47,53.63,8.65,0.0
2019-03-25 08:50:00,2019-03-25 08:50:00,7.2,78.6,8.41,54.21,8.73,0.0
2019-03-25 09:00:00,2019-03-25 09:00:00,7.5,77.3,9.05,52.32,8.73,0.0
2019-03-25 09:10:00,2019-03-25 09:10:00,7.7,76.2,9.27,51.68,8.88,0.0
2019-03-25 09:20:00,2019-03-25 09:20:00,8.0,74.9,9.51,51.4,8.92,0.0
2019-03-25 09:30:00,2019-03-25 09:30:00,8.3,73.3,9.66,51.13,8.95,0.0
2019-03-25 09:40:00,2019-03-25 09:40:00,8.6,73.1,9.57,51.86,8.92,0.0
2019-03-25 09:50:00,2019-03-25 09:50:00,8.8,72.7,9.82,51.62,8.92,0.0
2019-03-25 10:00:00,2019-03-25 10:00:00,8.9,70.5,9.88,51.86,9.07,0.0
2019-03-25 10:10:00,2019-03-25 10:10:00,8.8,69.4,10.09,51.68,9.03,0.0
2019-03-25 10:20:00,2019-03-25 10:20:00,9.3,68.9,10.31,51.53,9.11,0.0
2019-03-25 10:30:00,2019-03-25 10:30:00,9.7,67.6,10.52,51.25,9.18,0.0
2019-03-25 10:40:00,2019-03-25 10:40:00,9.5,68.0,10.67,51.34,9.18,0.0
2019-03-25 10:50:00,2019-03-25 10:50:00,9.4,66.9,10.89,51.56,9.34,0.0
2019-03-25 11:00:00,2019-03-25 11:00:00,9.8,66.5,10.98,51.34,9.37,0.0
2019-03-25 11:10:00,2019-03-25 11:10:00,10.1,65.1,11.13,51.07,9.3,0.0
2019-03-25 11:20:00,2019-03-25 11:20:00,10.3,63.6,11.25,50.92,9.3,0.0
2019-03-25 11:30:00,2019-03-25 11:30:00,10.4,63.6,11.43,50.7,9.37,0.0
2019-03-25 11:40:00,2019-03-25 11:40:00,11.1,62.6,11.53,50.43,9.49,0.0
2019-03-25 11:50:00,2019-03-25 11:50:00,10.6,61.5,11.68,49.91,9.49,0.0
2019-03-25 12:00:00,2019-03-25 12:00:00,10.9,58.4,11.86,49.33,9.72,0.0
2019-03-25 12:10:00,2019-03-25 12:10:00,10.6,57.4,11.95,48.96,9.57,0.0
2019-03-25 12:20:00,2019-03-25 12:20:00,10.7,58.0,12.08,48.44,9.6,0.0
2019-03-25 12:30:00,2019-03-25 12:30:00,10.7,57.9,12.17,47.99,9.79,0.0
2019-03-25 12:40:00,2019-03-25 12:40:00,10.8,58.3,12.32,47.89,9.79,0.0
2019-03-25 12:50:00,2019-03-25 12:50:00,10.5,59.3,12.41,47.8,9.91,0.0
2019-03-25 13:00:00,2019-03-25 13:00:00,11.2,58.7,12.59,47.77,9.91,0.0
2019-03-25 13:10:00,2019-03-25 13:10:00,11.2,59.2,12.63,47.83,9.95,0.0
2019-03-25 13:20:00,2019-03-25 13:20:00,11.5,60.4,12.78,47.74,10.06,0.0
2019-03-25 13:30:00,2019-03-25 13:30:00,11.3,58.9,12.84,47.74,10.02,0.0
2019-03-25 13:40:00,2019-03-25 13:40:00,11.5,59.1,12.84,48.17,10.1,0.0
2019-03-25 13:50:00,2019-03-25 13:50:00,11.1,58.5,12.96,47.89,10.18,0.0
2019-03-25 14:00:00,2019-03-25 14:00:00,11.6,58.5,13.05,47.68,10.25,0.0
2019-03-25 14:10:00,2019-03-25 14:10:00,11.0,59.3,13.17,47.31,10.29,0.0
2019-03-25 14:20:00,2019-03-25 14:20:00,11.3,58.8,13.27,46.83,10.33,0.0
2019-03-25 14:30:00,2019-03-25 14:30:00,11.4,58.0,13.27,46.83,10.29,0.0
2019-03-25 14:40:00,2019-03-25 14:40:00,11.1,56.4,13.33,46.43,10.4,0.0
2019-03-25 14:50:00,2019-03-25 14:50:00,11.6,57.3,13.36,46.0,10.52,0.0
2019-03-25 15:00:00,2019-03-25 15:00:00,11.2,56.5,13.48,45.51,10.48,0.0
2019-03-25 15:10:00,2019-03-25 15:10:00,11.4,56.5,13.48,45.48,10.48,0.0
2019-03-25 15:20:00,2019-03-25 15:20:00,11.5,56.8,13.51,45.09,10.4,0.0
2019-03-25 15:30:00,2019-03-25 15:30:00,11.1,53.2,13.6,44.93,10.63,0.0
2019-03-25 15:40:00,2019-03-25 15:40:00,11.1,53.2,13.66,44.54,10.63,0.0
2019-03-25 15:50:00,2019-03-25 15:50:00,11.2,51.9,13.63,44.35,10.56,0.0
2019-03-25 16:00:00,2019-03-25 16:00:00,11.0,50.5,13.66,43.1,10.63,0.0
2019-03-25 16:10:00,2019-03-25 16:10:00,11.0,48.2,13.66,42.34,10.56,0.0
2019-03-25 16:20:00,2019-03-25 16:20:00,10.8,46.4,13.66,41.3,10.56,0.0
2019-03-25 16:30:00,2019-03-25 16:30:00,10.5,46.2,13.66,40.48,10.67,0.0
2019-03-25 16:40:00,2019-03-25 16:40:00,10.6,47.4,13.66,39.47,10.63,0.0
2019-03-25 16:50:00,2019-03-25 16:50:00,10.4,49.2,13.69,38.83,10.67,0.0
2019-03-25 17:00:00,2019-03-25 17:00:00,10.2,51.5,13.69,38.86,10.67,0.0
2019-03-25 17:10:00,2019-03-25 17:10:00,9.8,53.4,13.6,38.16,10.9,0.0
2019-03-25 17:20:00,2019-03-25 17:20:00,9.7,56.3,13.54,37.79,10.86,0.0
2019-03-25 17:30:00,2019-03-25 17:30:00,9.5,59.2,13.57,38.06,10.86,0.0
2019-03-25 17:40:00,2019-03-25 17:40:00,9.3,61.9,13.48,38.74,10.82,0.0
2019-03-25 17:50:00,2019-03-25 17:50:00,9.0,62.9,13.45,39.41,10.79,0.0
2019-03-25 18:00:00,2019-03-25 18:00:00,8.9,65.0,13.39,39.53,10.79,0.0
2019-03-25 18:10:00,2019-03-25 18:10:00,8.6,67.7,13.45,39.68,10.75,0.0
2019-03-25 18:20:00,2019-03-25 18:20:00,8.4,68.5,13.42,40.02,10.71,0.0
2019-03-25 18:30:00,2019-03-25 18:30:00,8.2,70.2,13.24,40.48,10.71,0.0
2019-03-25 18:40:00,2019-03-25 18:40:00,8.0,71.1,13.27,41.09,10.67,0.0
2019-03-25 18:50:00,2019-03-25 18:50:00,7.7,71.8,13.17,40.9,10.63,0.0
2019-03-25 19:00:00,2019-03-25 19:00:00,7.5,72.4,13.14,40.9,10.63,0.0
2019-03-25 19:10:00,2019-03-25 19:10:00,7.4,72.5,13.08,40.78,10.67,0.0
2019-03-25 19:20:00,2019-03-25 19:20:00,7.3,73.2,13.05,40.51,10.63,0.0
2019-03-25 19:30:00,2019-03-25 19:30:00,7.2,73.3,12.96,40.72,10.6,0.0
2019-03-25 19:40:00,2019-03-25 19:40:00,7.1,72.5,12.93,41.15,10.52,0.0
2019-03-25 19:50:00,2019-03-25 19:50:00,7.1,72.1,12.87,41.76,10.6,0.0
2019-03-25 20:00:00,2019-03-25 20:00:00,7.0,72.4,12.84,42.92,10.48,0.0
2019-03-25 20:10:00,2019-03-25 20:10:00,7.0,73.0,12.81,43.86,10.48,0.0
2019-03-25 20:20:00,2019-03-25 20:20:00,6.8,74.2,12.72,44.66,10.6,0.0
2019-03-25 20:30:00,2019-03-25 20:30:00,6.7,75.4,12.63,45.42,10.4,0.0
2019-03-25 20:40:00,2019-03-25 20:40:00,6.7,77.1,12.53,46.12,10.52,0.0
2019-03-25 20:50:00,2019-03-25 20:50:00,6.6,79.2,12.5,46.25,10.4,0.0
2019-03-25 21:00:00,2019-03-25 21:00:00,6.5,81.5,12.5,46.37,10.33,0.0
2019-03-25 21:10:00,2019-03-25 21:10:00,6.5,83.6,12.44,46.34,10.44,0.0
2019-03-25 21:20:00,2019-03-25 21:20:00,6.6,85.0,12.44,46.52,10.25,0.0
2019-03-25 21:30:00,2019-03-25 21:30:00,6.6,85.1,12.38,46.83,10.33,0.0
2019-03-25 21:40:00,2019-03-25 21:40:00,6.4,86.0,12.32,47.59,10.25,0.0
2019-03-25 21:50:00,2019-03-25 21:50:00,6.4,86.7,12.29,47.83,10.29,0.0
2019-03-25 22:00:00,2019-03-25 22:00:00,6.4,87.0,12.26,48.41,10.14,0.0
2019-03-25 22:10:00,2019-03-25 22:10:00,6.5,86.9,12.17,48.9,10.21,0.0
2019-03-25 22:20:00,2019-03-25 22:20:00,6.5,86.6,12.08,49.15,10.14,0.0
2019-03-25 22:30:00,2019-03-25 22:30:00,6.4,86.5,12.08,49.48,10.18,0.0
2019-03-25 22:40:00,2019-03-25 22:40:00,6.4,86.5,11.95,49.91,10.1,0.0
2019-03-25 22:50:00,2019-03-25 22:50:00,6.2,86.9,11.95,50.31,10.06,0.0
2019-03-25 23:00:00,2019-03-25 23:00:00,6.2,86.8,11.86,50.7,10.1,0.0
2019-03-25 23:10:00,2019-03-25 23:10:00,6.2,86.7,11.77,51.16,10.14,0.0
2019-03-25 23:20:00,2019-03-25 23:20:00,6.3,86.5,11.83,51.19,10.14,0.0
2019-03-25 23:30:00,2019-03-25 23:30:00,6.2,86.7,11.71,51.65,10.1,0.0
2019-03-25 23:40:00,2019-03-25 23:40:00,6.1,87.0,11.68,51.86,10.06,0.0
2019-03-25 23:50:00,2019-03-25 23:50:00,6.1,87.2,11.65,52.05,9.95,0.0
2019-03-26 00:00:00,2019-03-26 00:00:00,6.2,87.0,11.56,52.26,9.95,0.0
2019-03-26 00:10:00,2019-03-26 00:10:00,6.2,87.2,11.56,52.38,9.91,0.0
2019-03-26 00:20:00,2019-03-26 00:20:00,6.2,87.5,11.5,52.66,9.83,0.0
2019-03-26 00:30:00,2019-03-26 00:30:00,6.2,87.4,11.4,52.75,9.91,0.0
2019-03-26 00:40:00,2019-03-26 00:40:00,6.2,87.7,11.4,52.69,9.76,0.0
2019-03-26 00:50:00,2019-03-26 00:50:00,6.2,87.9,11.34,52.69,9.98,0.0
2019-03-26 01:00:00,2019-03-26 01:00:00,6.2,88.4,11.31,52.93,9.87,0.0
2019-03-26 01:10:00,2019-03-26 01:10:00,6.2,89.6,11.28,53.02,9.72,0.0
2019-03-26 01:20:00,2019-03-26 01:20:00,6.4,90.6,11.25,53.02,9.79,0.0
2019-03-26 01:30:00,2019-03-26 01:30:00,6.4,91.4,11.19,53.27,9.72,0.0
2019-03-26 01:40:00,2019-03-26 01:40:00,6.5,92.1,11.13,53.6,9.79,0.0
2019-03-26 01:50:00,2019-03-26 01:50:00,6.7,92.8,11.1,55.01,9.76,0.0
2019-03-26 02:00:00,2019-03-26 02:00:00,7.0,93.2,11.19,55.83,9.72,0.0
2019-03-26 02:10:00,2019-03-26 02:10:00,7.1,93.2,11.1,56.38,9.72,0.0
2019-03-26 02:20:00,2019-03-26 02:20:00,7.2,93.2,11.07,56.44,9.68,0.0
2019-03-26 02:30:00,2019-03-26 02:30:00,7.2,93.2,11.1,56.47,9.64,0.0
2019-03-26 02:40:00,2019-03-26 02:40:00,7.2,93.2,11.16,56.56,9.76,0.0
2019-03-26 02:50:00,2019-03-26 02:50:00,7.1,93.2,11.04,56.68,9.76,0.0
